district_no,r2,mae,name,data_point_count,is_low_data
01003,0.42549107799892416,45.99706780850885,Lübeck,16,False
01051,0.5512144863992527,49.85372220646255,Dithmarschen,22,False
01053,0.7135082977299609,39.53360670956696,Herzogtum Lauenburg,22,False
01054,0.6182833812338855,63.733774846077,Nordfriesland,20,False
01055,0.3178870172373989,45.44712432041763,Ostholstein,16,False
01056,0.23371777870813848,31.09506063461305,Pinneberg,8,True
01057,0.5246460581198351,39.145779159963126,Plön,16,False
01058,0.7152201026232754,39.226189749457625,Rendsburg-Eckernförde,22,False
01059,0.5594889320098964,52.75959546435965,Schleswig-Flensburg,22,False
01060,0.589757954040004,53.03353817094456,Segeberg,22,False
01061,0.7487860345499832,42.060652935721635,Steinburg,22,False
01062,0.5226826295562961,45.59510749071836,Stormarn,16,False
03102,0.5311936758819824,59.016835635792155,Salzgitter,22,False
03103,0.22404529683634522,65.32490714263918,Wolfsburg,20,False
03151,0.5752505583513117,47.88041275891388,Gifhorn,22,False
03153,0.45068798074822336,61.441721501783874,Goslar,22,False
03155,0.7371914762779991,42.76746926654467,Northeim,22,False
03157,0.5233682577228838,48.948285109780066,Peine,22,False
03158,0.5225352655397053,54.6817007741061,Wolfenbüttel,22,False
03241,0.661538925809309,41.3527722976207,Region Hannover,22,False
03251,0.28939208381350623,57.33475292856044,Diepholz,22,False
03252,0.6835781891426171,43.26111791090533,Hameln-Pyrmont,22,False
03254,0.6433104772684902,45.44955493146723,Hildesheim,22,False
03255,0.5554077542060489,48.0858379533074,Holzminden,22,False
03256,0.6440781047052684,49.321898959333254,Nienburg (Weser),22,False
03257,0.593107325105948,42.09603105978532,Schaumburg,22,False
03351,0.425389161051713,54.03120577205312,Celle,22,False
03352,0.08425453959252327,96.36873502689325,Cuxhaven,8,True
03353,0.5089227288725316,54.121749809438555,Harburg,22,False
03354,0.6011510976188736,49.10131053751167,Lüchow-Dannenberg,22,False
03355,0.5992606141835437,47.664946673133166,Lüneburg,22,False
03356,-6.27643097387394,128.6845990604361,Osterholz,5,True
03357,0.33628520367196646,74.99921319094571,Rotenburg (Wümme),22,False
03358,0.5826604242565226,52.841158622394936,Heidekreis,22,False
03359,0.45239954189525766,59.73839980080014,Stade,21,False
03360,0.3178333448029932,48.84776444868609,Uelzen,22,False
03361,0.42399938490784606,63.18422576254067,Verden,22,False
03402,-99.0,15.857278442382835,Emden,1,True
03451,-12.03270052356721,124.30332411515303,Ammerland,3,True
03452,-10.516410234459768,122.93835070822755,Aurich,4,True
03453,0.7282295180830194,42.43256769021352,Cloppenburg,12,False
03454,0.3359968058436552,76.97309691956168,Emsland,19,False
03456,-0.043816564298578164,99.99590909231613,Grafschaft Bentheim,7,True
03457,0.5071409181254996,52.327298137029025,Leer,15,False
03458,0.6135651058192437,51.19805881977079,Oldenburg,16,False
03459,0.7919641062993914,34.72552532196044,Osnabrück,21,False
03460,0.5701202732426458,51.366240075429296,Vechta,12,False
03461,-99.0,122.36120910644536,Wesermarsch,1,True
05116,0.1435410968457581,88.62630694298518,Mönchengladbach,21,False
05124,-2.5612364829017094,51.96049636416965,Wuppertal,6,True
05154,0.47550063721582114,56.27618554093622,Kleve,22,False
05158,0.3980510367457596,56.3194597119093,Mettmann,16,False
05162,0.578052226144392,54.13210580002178,Rhein-Kreis Neuss,22,False
05166,0.5776571618092203,61.7785243806385,Viersen,21,False
05170,0.06599360730949877,84.96895419502262,Wesel,20,False
05315,0.22954965993312626,45.60863619983194,Köln,12,False
05316,0.12261805875854337,42.647658532485366,Leverkusen,16,False
05334,0.593554828619629,55.20637835960485,Städteregion Aachen,22,False
05358,0.2858425472563627,59.807463654929954,Düren,22,False
05362,0.6326158971198068,47.309224798706424,Rhein-Erft-Kreis,22,False
05366,0.034771579821088916,77.21185070406308,Euskirchen,22,False
05370,0.6615091862445672,48.65307076605882,Heinsberg,22,False
05378,-99.0,5.4078216552734375,Rheinisch-Bergischer Kreis,1,True
05382,-0.02008674537127919,82.93729686737062,Rhein-Sieg-Kreis,22,False
05515,0.2346707139619072,68.19606768006628,Münster,11,False
05554,0.14077388052896977,74.79153032909741,Borken,22,False
05558,0.4882599035516356,94.60836961104322,Coesfeld,13,False
05562,-0.4678000521046073,73.64019498825071,Recklinghausen,8,True
05566,-1.6306394668395794,54.52995322879992,Steinfurt,19,False
05570,-0.5753963408229732,67.12660231709482,Warendorf,16,False
05754,0.008237209426896541,80.24867559834532,Gütersloh,19,False
05758,0.5332725992301944,69.74117728097096,Herford,21,False
05762,0.5481514701038286,67.26298715558919,Höxter,22,False
05766,0.33981110563996253,62.03061972271311,Lippe,22,False
05770,0.6003389123984746,32.83103210091591,Minden-Lübbecke,16,False
05774,0.18643250380478005,71.3819821563363,Paderborn,16,False
05958,-10.610155378216373,252.21635383605957,Hochsauerlandkreis,2,True
05962,0.10908911609392469,47.23582626342775,Märkischer Kreis,6,True
05974,0.6901926475800257,43.44990670930255,Soest,22,False
05978,0.3267800551154596,61.85915964656405,Unna,18,False
06411,0.3772913795020296,45.66061199188232,Darmstadt,16,False
06414,0.41345390385294334,62.783144222708295,Wiesbaden,17,False
06431,0.3788336120963415,70.80298656800215,Bergstraße,17,False
06432,0.27114137997705456,63.8882529763742,Darmstadt-Dieburg,22,False
06433,0.47169890434120565,66.8614849118753,Groß-Gerau,22,False
06434,0.131199508048651,63.368347296033576,Hochtaunuskreis,21,False
06435,0.18757382875692363,59.693847908020004,Main-Kinzig-Kreis,20,False
06436,0.1607671083340485,71.45509174942968,Main-Taunus-Kreis,16,False
06437,0.3115887893726822,54.026971660554395,Odenwaldkreis,16,False
06438,0.2793404498569926,50.07038012647628,Offenbach,15,False
06439,-0.47524509286424554,65.32119094789032,Rheingau-Taunus-Kreis,16,False
06440,0.4464647790043774,65.03874018669129,Wetteraukreis,22,False
06531,0.28851372312477785,67.80063054073425,Gießen,21,False
06532,0.29194572631371485,55.68586372137068,Lahn-Dill-Kreis,16,False
06533,0.11464558604142572,71.69719179218633,Limburg-Weilburg,16,False
06534,0.11554220069759213,66.80325633049011,Marburg-Biedenkopf,16,False
06535,0.42911074949487604,70.56459661102295,Vogelsbergkreis,20,False
06631,-0.4469410742788136,107.56129330028192,Fulda,11,False
06632,0.24646524757472943,74.36598436832426,Hersfeld-Rotenburg,16,False
06633,0.6208482205143164,53.66130957169968,Kassel,22,False
06634,0.49129368951990626,53.069027318087485,Schwalm-Eder-Kreis,22,False
06635,0.3340395838504403,59.65547716856004,Waldeck-Frankenberg,16,False
06636,0.07801463173916767,66.66498934485698,Werra-Meißner-Kreis,22,False
07131,-0.15252462692887736,146.69956439971924,Ahrweiler,4,True
07133,0.4252440220740472,66.85542079778818,Bad Kreuznach,13,False
07135,-99.0,55.22497711181643,Cochem-Zell,1,True
07137,0.03447846319580472,77.71491497948058,Mayen-Koblenz,21,False
07138,-1.9291194945907124,51.00566538492834,Neuwied,3,True
07141,-150.50355554885155,67.87579700469966,Rhein-Lahn-Kreis,3,True
07231,-22.07455690341075,77.26128248850505,Bernkastel-Wittlich,3,True
07232,-99.0,4.591682434082031,Eifelkreis Bitburg-Prüm,1,True
07331,-0.023344265068582448,72.1902662557905,Alzey-Worms,22,False
07333,0.14633705279707476,89.95425878503106,Donnersbergkreis,22,False
07334,-0.2861782906019221,85.22498737855393,Germersheim,22,False
07335,-0.23379717063925853,120.29907031377157,Kaiserslautern,3,True
07336,-99.0,54.92331008911128,Kusel,1,True
07337,0.28251770797981146,59.85430041790009,Südliche Weinstraße,22,False
07338,-0.12673299073294264,82.98267412135476,Rhein-Pfalz-Kreis,19,False
07339,-0.04152687400011912,89.77345580859618,Mainz-Bingen,22,False
07340,-0.18592985946240903,183.55905046463013,Südwestpfalz,2,True
08111,0.2824456253534309,71.63780647913613,Stuttgart,12,False
08115,0.5463701098527194,57.53812528007907,Böblingen,19,False
08116,0.32436255764720745,30.701066382953083,Esslingen,7,True
08118,-0.06742403805930319,71.45676962137222,Ludwigsburg,22,False
08119,0.13159172641306927,59.46741562801249,Rems-Murr-Kreis,17,False
08125,0.09179524728052779,69.8391154709729,Heilbronn,22,False
08126,0.10767637623694815,77.8600462432341,Hohenlohekreis,22,False
08127,0.361896077287547,38.959626065865145,Schwäbisch Hall,12,False
08128,0.19451280732888432,72.66284520235928,Main-Tauber-Kreis,22,False
08135,-0.044450086513650344,42.5921689923604,Heidenheim,6,True
08136,-1.239915968251299,56.28403237915038,Ostalbkreis,5,True
08215,0.13174143251392378,70.3543192464655,Karlsruhe,22,False
08216,-99.0,31.116448974609284,Rastatt,1,True
08225,0.09525079291029104,72.04427691233784,Neckar-Odenwald-Kreis,19,False
08226,0.43833253972406216,62.712356660582785,Rhein-Neckar-Kreis,22,False
08236,-0.5275703880095939,29.143642998337768,Enzkreis,8,True
08315,-0.4365746082379385,46.28516529560093,Breisgau-Hochschwarzwald,8,True
08316,0.12006540338610894,49.38411151885989,Emmendingen,5,True
08317,-3.153921182074493,29.181744270324714,Ortenaukreis,2,True
08335,-2.7027162963600615,33.80551948547361,Konstanz,2,True
08337,-99.0,88.24712448120124,Waldshut,1,True
08416,-99.0,148.69519439697262,Tübingen,1,True
08425,0.31280537897029137,46.33043001333875,Alb-Donau-Kreis,18,False
08426,0.43630202947827557,23.836046355854386,Biberach,11,False
08435,-0.2555410253678272,28.63818819522858,Bodenseekreis,8,True
08436,0.24547413266324114,26.078498387654623,Ravensburg,5,True
09161,-0.9266931061470254,65.72446094625136,Ingolstadt,17,False
09162,-0.06394871455345386,64.82583662594065,München,17,False
